user,credit_record_status,job_yrs,home_type,loan_months,age,marital_status,job_type,debt,loan_amt,price_of_good
theEmzi,BAD,0,OWNER,60,24,MARRIED,FREELANCE,2500,1350,1425
evelynesperanca,GOOD,1,OWNER,36,26,MARRIED,FIXED,1700,1400,1735
tangomecrazy,BAD,0,OWNER,60,42,MARRIED,PARTTIME,3000,950,950
SiobhanDullea,GOOD,5,OWNER,24,42,MARRIED,FIXED,0,1800,3669
cassandrasnow,GOOD,4,OWNER,60,39,MARRIED,FREELANCE,0,1300,1508
musiclvr99,GOOD,9,OWNER,48,23,SINGLE,FIXED,0,800,1111
LovetheEarth,GOOD,22,RENT,60,46,MARRIED,FIXED,0,2000,2200
meryreino,BAD,12,OWNER,48,49,MARRIED,FIXED,0,1100,2120
laurennicole15,BAD,10,OWNER,60,40,MARRIED,FIXED,0,1388,1388
DiVA_STARR,GOOD,2,OWNER,60,23,SINGLE,FIXED,0,1500,1525
juliechungx3,GOOD,11,OWNER,60,38,MARRIED,FREELANCE,0,1500,1800
arushimishra,BAD,1,OWNER,24,56,MARRIED,FIXED,0,800,1300
mscarolinerose,GOOD,10,OWNER,60,30,MARRIED,FIXED,0,1550,1904
MsManagr,GOOD,13,OWNER,60,31,MARRIED,FIXED,1400,1200,1491
den1110,GOOD,7,OWNER,36,24,SINGLE,FREELANCE,0,1350,1406
foreignconcepts,GOOD,10,OWNER,48,31,MARRIED,FIXED,1200,1000,1480
sbarnzy,GOOD,23,OWNER,36,45,MARRIED,FIXED,0,1350,1520
CrystalF,GOOD,10,OWNER,36,50,MARRIED,FREELANCE,0,1000,1230
dangermousekin,GOOD,0,OWNER,18,26,SINGLE,FREELANCE,2600,600,1290
kesdshs15,GOOD,2,OWNER,48,41,MARRIED,FIXED,4750,900,1411
littlekrisee,GOOD,40,OWNER,24,60,MARRIED,FREELANCE,0,325,1365
neptunemonkey,GOOD,20,OWNER,48,53,MARRIED,FREELANCE,0,1200,1797
jyamasaki,GOOD,11,OWNER,60,41,MARRIED,FIXED,2000,2180,2654
grandmusings,BAD,2,OWNER,60,31,SINGLE,FIXED,0,800,1351
cornify,GOOD,13,OWNER,60,58,MARRIED,FIXED,2000,800,1214
Creapofluigi,GOOD,0,OWNER,60,32,SINGLE,PARTTIME,0,1350,1583
nonnie13,GOOD,2,OWNER,12,44,MARRIED,FIXED,0,500,1706
lloydbee,GOOD,13,OWNER,60,38,MARRIED,FREELANCE,0,350,1355
Up2DateAnth,BAD,0,OWNER,60,43,MARRIED,FREELANCE,0,1465,1544
GunungGirl,BAD,1,OWNER,48,36,SINGLE,FIXED,0,1000,2008
CuoreCaldo,GOOD,5,OWNER,24,32,SINGLE,FREELANCE,3900,1000,1536
davidfsmith,GOOD,0,OWNER,36,29,MARRIED,FIXED,0,600,1314
jordancorinne,GOOD,8,OWNER,48,63,MARRIED,FIXED,0,600,790
donhalejr,GOOD,33,OWNER,48,61,MARRIED,FIXED,0,850,1050
weevil_jing,BAD,2,RENT,60,62,MARRIED,FREELANCE,0,1200,1500
bigeye21,GOOD,14,RENT,60,60,MARRIED,FIXED,0,915,1396
Nekokitty010,GOOD,30,OWNER,48,47,MARRIED,FIXED,0,1100,1298
RowlandHobbs,BAD,15,OWNER,60,46,MARRIED,FREELANCE,0,2250,2758
EsooverGo,GOOD,14,OWNER,60,38,MARRIED,FIXED,400,450,1133
swedewop,GOOD,3,OWNER,60,23,SINGLE,FREELANCE,2000,1550,1750
RyanEsq,GOOD,5,OWNER,36,49,MARRIED,FREELANCE,0,400,428
finkislove,GOOD,9,OWNER,60,39,MARRIED,FIXED,0,1250,1304
Eliz_Pemberton,BAD,7,OWNER,60,28,MARRIED,FIXED,0,920,1021
abhishekthakore,GOOD,1,OWNER,48,42,MARRIED,FIXED,0,600,1680
janieexp,GOOD,4,OWNER,60,62,MARRIED,FREELANCE,0,1200,1405
jcRillz,GOOD,13,OWNER,24,32,MARRIED,FIXED,0,1400,2060
summawhat,GOOD,15,OWNER,36,45,MARRIED,FREELANCE,0,1400,1500
Monicavee,GOOD,14,OWNER,60,29,MARRIED,FIXED,2500,1100,2050
coolitserika,GOOD,8,OWNER,60,38,MARRIED,FIXED,0,1500,1785
carolinamorris,GOOD,4,OWNER,48,35,MARRIED,FREELANCE,0,1000,1613
iMoayad,GOOD,3,OWNER,60,26,MARRIED,FREELANCE,3055,1400,1581
audrizzles,BAD,10,RENT,60,38,MARRIED,FREELANCE,0,2200,2387
DeGuzman110,GOOD,4,OWNER,48,49,SINGLE,FIXED,0,1200,1531
DearKimmie,GOOD,12,OWNER,36,46,MARRIED,FREELANCE,0,500,500
joseemiguel,GOOD,10,OWNER,6,39,MARRIED,FREELANCE,0,430,500
reubenyeah,GOOD,1,OWNER,36,31,MARRIED,FIXED,300,1590,1597
Adee_9,GOOD,9,OWNER,48,41,WIDOW,FIXED,1000,1200,1538
bridgetnumber1,GOOD,32,OWNER,48,46,MARRIED,FIXED,0,1000,1093
happysnocone,GOOD,20,OWNER,60,40,MARRIED,FIXED,0,900,950
richiewang,GOOD,10,OWNER,60,27,MARRIED,FREELANCE,3530,1700,1847
tinyloudmoron,GOOD,11,OWNER,60,27,MARRIED,FIXED,3300,1350,1600
OllieChapman,GOOD,1,RENT,60,54,MARRIED,FREELANCE,0,1000,1202
aylanha,GOOD,2,OWNER,36,27,WIDOW,FIXED,0,750,1296
jennyin,GOOD,6,OWNER,24,31,SINGLE,FIXED,0,1000,2436
christian_uhrin,GOOD,12,OWNER,60,50,MARRIED,FIXED,0,1050,1657
rylsha,GOOD,0,OWNER,12,36,MARRIED,FREELANCE,0,1300,1591
VickiBlanton,GOOD,4,OWNER,60,64,MARRIED,FREELANCE,0,1000,1590
_BlueBerry_,GOOD,2,OWNER,60,27,MARRIED,FIXED,4500,1500,2178
nathanirl,GOOD,9,OWNER,48,38,MARRIED,FIXED,4000,1700,1713
emzgirl28,GOOD,25,OWNER,60,50,MARRIED,FIXED,0,1500,2075
GiGisOssum,GOOD,2,OWNER,48,55,MARRIED,FREELANCE,0,800,800
emmarose903,GOOD,0,OWNER,36,24,SINGLE,PARTTIME,0,600,1542
meredithsever,BAD,15,OWNER,48,45,MARRIED,FREELANCE,0,1250,1757
AnnaDuffy,GOOD,3,OWNER,24,64,MARRIED,FREELANCE,0,400,1115
laura_ashley,GOOD,1,OWNER,36,36,MARRIED,FREELANCE,0,3875,5175
Dotseoem,BAD,0,RENT,48,37,MARRIED,PARTTIME,2000,1500,2977
joannbanan,GOOD,7,OWNER,60,34,WIDOW,FIXED,0,850,1213
7angela7,BAD,1,OWNER,60,53,MARRIED,FREELANCE,0,1600,2222
HattieMichaud,GOOD,8,RENT,36,30,MARRIED,FIXED,0,1000,1175
LilNadi,BAD,0,OWNER,60,40,MARRIED,PARTTIME,0,1000,1189
Lady_Nihon,GOOD,0,OWNER,60,34,MARRIED,PARTTIME,2000,1450,1800
DeeElliot14,GOOD,22,OWNER,60,46,MARRIED,FIXED,0,1120,1395
victor_m2e,BAD,0,OWNER,36,28,MARRIED,FREELANCE,0,1360,1362
yanyan15,BAD,0,OWNER,60,25,SINGLE,FIXED,0,1250,1742
tempyjo,GOOD,3,OWNER,36,32,MARRIED,FREELANCE,12,1600,1600
brownbabyorg,GOOD,2,OWNER,60,33,MARRIED,FIXED,2000,1000,1844
MarcPerel,GOOD,10,OWNER,36,30,MARRIED,FIXED,2100,800,2200
ladyracho,BAD,0,OWNER,60,64,WIDOW,FREELANCE,0,1980,2038
JBlock76,GOOD,0,OWNER,36,40,MARRIED,FIXED,0,2000,2261
mariapage,GOOD,12,OWNER,12,40,MARRIED,FIXED,0,500,1732
subs08,GOOD,3,OWNER,12,28,MARRIED,FIXED,0,1000,2997
esskayy,GOOD,10,OWNER,36,43,MARRIED,FREELANCE,0,1800,2240
simplydorky,GOOD,2,OWNER,36,43,MARRIED,FREELANCE,560,700,1300
maryisstumped,GOOD,5,RENT,24,41,MARRIED,FREELANCE,0,600,1218
Karrboo,GOOD,8,OWNER,48,34,MARRIED,FREELANCE,3600,600,1699
TeahoGrandberry,GOOD,14,OWNER,48,40,MARRIED,FIXED,0,1800,2208
Savannah_Banana,GOOD,10,OWNER,48,31,MARRIED,FIXED,0,1000,1389
XPsychicVisionX,GOOD,12,RENT,36,35,MARRIED,FREELANCE,0,475,550
alisonsketches,GOOD,9,OWNER,60,53,MARRIED,FREELANCE,3000,1450,1970
ria_ballesteros,BAD,1,OWNER,48,55,MARRIED,FIXED,840,900,1050
gingin1516,GOOD,1,OWNER,42,38,MARRIED,FIXED,0,1300,1683
JLDunleavy,BAD,6,OWNER,36,32,MARRIED,FREELANCE,3000,950,950
USApotterfan,BAD,4,OWNER,60,23,MARRIED,FIXED,1000,800,949
v1cks73r,GOOD,15,OWNER,36,49,MARRIED,FIXED,0,1050,1055
chenzy007,GOOD,18,OWNER,24,61,MARRIED,FREELANCE,0,1100,1340
reenamandora,BAD,2,OWNER,60,54,WIDOW,FIXED,0,1000,1130
n_ur_dreams,GOOD,17,OWNER,60,55,MARRIED,FIXED,0,1600,1600
BruceMC,GOOD,5,OWNER,24,32,WIDOW,FREELANCE,0,600,1350
Annied09,GOOD,8,OWNER,48,53,MARRIED,FIXED,700,750,797
GrowinGreenBums,GOOD,20,OWNER,48,37,WIDOW,FIXED,1000,1300,2500
tigerlily963,GOOD,19,OWNER,60,35,MARRIED,FIXED,340,1100,1269
padmajaC,GOOD,2,OWNER,60,40,MARRIED,FIXED,470,1200,1670
yadadanika,GOOD,20,OWNER,60,46,SINGLE,FIXED,0,550,1106
StevenJonathan,BAD,7,OWNER,60,40,MARRIED,FIXED,0,1300,1588
vallielg,GOOD,1,OWNER,60,61,SINGLE,FREELANCE,0,1200,1236
HaninAbuBaker,BAD,1,OWNER,36,22,SINGLE,FIXED,0,490,690
phaag01,BAD,3,OWNER,60,40,MARRIED,FIXED,0,1700,2000
MileyIsAwesome,GOOD,16,OWNER,30,44,MARRIED,FREELANCE,0,1300,1634
halima12,BAD,5,OWNER,60,30,MARRIED,FREELANCE,0,2500,3106
zachnfine,GOOD,3,OWNER,18,21,SINGLE,FIXED,0,1200,2150
JMMAgroup,GOOD,20,OWNER,36,48,MARRIED,FIXED,0,1000,1831
Court_n_me,GOOD,18,OWNER,42,38,MARRIED,FREELANCE,0,1700,1850
onesquareheart,GOOD,4,OWNER,60,32,MARRIED,FIXED,0,1170,1398
luzcelena,GOOD,14,OWNER,60,34,MARRIED,FIXED,0,1400,1589
Lizzie8,BAD,0,RENT,60,60,MARRIED,FREELANCE,0,2500,2500
nixeabeau0917,BAD,5,OWNER,36,50,MARRIED,FIXED,0,750,875
fakebarbiie,GOOD,11,OWNER,36,40,MARRIED,FIXED,4000,900,1674
2legit2qkuit,BAD,0,OWNER,60,37,MARRIED,FREELANCE,4000,1550,1557
Lindzzzy,GOOD,3,OWNER,60,47,MARRIED,FIXED,0,1060,1160
Webliquor,BAD,20,RENT,60,47,MARRIED,FIXED,0,1250,1250
MITCHYcamefirst,GOOD,8,OWNER,60,41,MARRIED,FREELANCE,0,1200,1570
poisonkayT,GOOD,8,OWNER,60,24,SINGLE,FREELANCE,0,1200,1590
tommcfly,GOOD,31,OWNER,60,58,MARRIED,FIXED,0,1500,1655
MysticFallout,GOOD,21,OWNER,60,57,MARRIED,FREELANCE,0,1000,1700
mynameisharry,BAD,43,OWNER,60,57,MARRIED,FIXED,0,900,1168
chcholman,GOOD,17,OWNER,48,42,MARRIED,FIXED,1800,1000,3313
NazzNoor,GOOD,0,OWNER,60,34,MARRIED,FIXED,2300,800,1850
alonbj,GOOD,13,OWNER,48,33,MARRIED,FIXED,2000,1400,1602
gelstoid,GOOD,19,OWNER,60,56,MARRIED,FIXED,0,1700,2195
willabywallaby,GOOD,0,OWNER,36,28,MARRIED,FIXED,4000,900,1888
Shirlendra,GOOD,15,OWNER,18,30,MARRIED,FIXED,1500,500,2071
larrizaabog,GOOD,8,OWNER,60,30,MARRIED,FIXED,5500,2000,2552
Kelky,GOOD,31,OWNER,60,47,MARRIED,FIXED,1500,1000,1330
itsashtonnn,GOOD,13,OWNER,60,32,WIDOW,FIXED,5000,1400,1508
clairehforward,GOOD,40,OWNER,24,60,MARRIED,FREELANCE,0,900,1307
frogette38,GOOD,0,OWNER,60,30,SINGLE,PARTTIME,0,850,1251
tophermartini,GOOD,14,OWNER,48,42,MARRIED,FIXED,6300,1000,1650
CarlaLarla,GOOD,8,OWNER,24,51,MARRIED,FIXED,0,250,400
AraDeeBby,GOOD,10,OWNER,36,44,MARRIED,FREELANCE,0,900,943
franzixo,BAD,2,OWNER,60,27,SINGLE,FIXED,0,975,1140
binkythedoormat,GOOD,5,OWNER,60,31,SINGLE,FIXED,0,850,1934
katie4real,GOOD,18,OWNER,60,51,MARRIED,FIXED,0,1100,1350
natalieann_xo,GOOD,0,OWNER,60,24,SINGLE,PARTTIME,0,1070,1405
Dancer4Life13,GOOD,4,RENT,60,21,SINGLE,FIXED,0,2100,2100
AllenandCraig15,GOOD,7,OWNER,48,42,MARRIED,FIXED,720,1000,1350
ImSoKay,GOOD,20,OWNER,60,41,MARRIED,FIXED,50,900,1700
MatthewForzan,GOOD,2,OWNER,60,34,MARRIED,FIXED,4000,1250,1350
PeteStump,GOOD,11,OWNER,60,33,WIDOW,FIXED,0,850,1105
kandiiefreak,BAD,1,OWNER,60,27,SINGLE,PARTTIME,0,1100,1300
cellycmo14,GOOD,8,OWNER,60,22,SINGLE,FIXED,0,1200,1214
MinHarpeR,GOOD,0,OWNER,24,33,MARRIED,PARTTIME,0,500,2700
gfitzp,GOOD,15,OWNER,36,52,MARRIED,FIXED,0,300,325
kuuraaa,GOOD,15,OWNER,36,40,MARRIED,FIXED,480,700,1400
deet09,GOOD,1,OWNER,60,40,MARRIED,FIXED,0,400,1570
greatswifty,GOOD,20,OWNER,12,52,MARRIED,FREELANCE,0,400,1202
crystalbeatrice,GOOD,2,OWNER,60,25,SINGLE,FREELANCE,0,1100,1380
Natali333,GOOD,18,OWNER,60,48,WIDOW,FREELANCE,500,1300,1309
Muffinmouse,GOOD,5,OWNER,36,53,MARRIED,FREELANCE,0,1550,1985
foozzy,BAD,20,OWNER,36,40,SINGLE,FREELANCE,400,750,1100
marypereira,GOOD,3,OWNER,36,38,MARRIED,FIXED,0,2375,2375
Finna_kill1,GOOD,12,OWNER,60,47,MARRIED,FIXED,0,1850,1890
christinakmai,BAD,5,RENT,60,47,SINGLE,FIXED,0,2500,2664
athelene,GOOD,8,OWNER,60,36,MARRIED,FIXED,800,1600,1852
Kelly_Stu,GOOD,32,OWNER,24,62,MARRIED,FREELANCE,0,700,1200
CyberManin,GOOD,15,OWNER,48,29,MARRIED,FIXED,1300,500,873
aramc,BAD,0,OWNER,48,46,MARRIED,PARTTIME,0,1575,1702
ktbryant,BAD,2,OWNER,36,19,SINGLE,FREELANCE,0,500,1100
Saptosa135th,GOOD,14,OWNER,48,43,MARRIED,FIXED,0,600,1025
LarkinBC,BAD,12,OWNER,60,37,MARRIED,FIXED,200,800,1012
n3lamlam,GOOD,16,OWNER,48,41,MARRIED,FIXED,0,1150,1235
EricasAwesome,GOOD,17,OWNER,36,43,MARRIED,FIXED,0,1000,1204
xhersheyxbaby,GOOD,8,OWNER,36,31,MARRIED,FREELANCE,4000,800,1593
mightytracks,BAD,10,OWNER,36,40,MARRIED,FREELANCE,0,450,550
AvanikaYB,GOOD,1,OWNER,60,25,MARRIED,PARTTIME,3500,1300,2500
eddiebush,GOOD,34,OWNER,60,50,MARRIED,FIXED,0,1300,1700
Ericatwitts,GOOD,15,OWNER,36,58,MARRIED,FREELANCE,0,687,687
aussiemily,GOOD,2,OWNER,24,29,SINGLE,FIXED,0,500,1875
sQuyyyznoes,GOOD,7,OWNER,6,52,MARRIED,FREELANCE,0,550,2136
khilo,BAD,15,OWNER,60,37,MARRIED,FIXED,2500,1400,1699
Duffm06021979,GOOD,5,OWNER,60,36,MARRIED,FIXED,1500,1050,1168
cebuana0827,GOOD,1,OWNER,36,27,SINGLE,FIXED,0,1000,1651
autumn0909,GOOD,20,OWNER,36,49,MARRIED,FIXED,0,1100,1794
machinastrictus,GOOD,5,RENT,48,34,WIDOW,FREELANCE,0,950,1290
El1217,GOOD,7,OWNER,36,31,MARRIED,FIXED,1600,700,1400
heikegall,GOOD,20,OWNER,36,46,MARRIED,FREELANCE,0,850,886
aubyellow762,GOOD,3,OWNER,60,32,MARRIED,FIXED,2300,1350,1550
zpiicv,GOOD,20,OWNER,60,46,MARRIED,FIXED,0,800,1300
sassygurl80,BAD,1,OWNER,60,37,MARRIED,FREELANCE,0,1400,1493
sandeepkkothari,GOOD,14,OWNER,24,54,MARRIED,FIXED,0,650,1150
seddie_team,GOOD,20,OWNER,48,52,MARRIED,FIXED,0,1900,2320
CatChicIsMad,GOOD,1,OWNER,60,31,WIDOW,FIXED,0,1500,1656
chasing_olis,GOOD,4,OWNER,60,55,MARRIED,FIXED,0,1800,2281
twitrfail,GOOD,3,OWNER,24,29,MARRIED,FIXED,0,600,980
AddieDomske,BAD,3,OWNER,60,22,SINGLE,FREELANCE,3000,1500,1528
brooksieboo123,GOOD,3,OWNER,60,43,MARRIED,FREELANCE,1692,1900,2374
tiraslee,GOOD,9,OWNER,36,24,MARRIED,FIXED,0,1000,1100
KatieRiopka,GOOD,10,OWNER,48,49,MARRIED,FREELANCE,0,1700,1700
coliestagz,BAD,1,OWNER,48,42,MARRIED,FREELANCE,4500,1400,1700
AJ_ARCEO,GOOD,10,OWNER,60,57,MARRIED,FIXED,0,1400,1423
WildWonders,GOOD,10,OWNER,24,39,MARRIED,FIXED,3000,1500,2468
BeeBeeTreatz,GOOD,1,OWNER,48,29,SINGLE,FREELANCE,0,2100,2450
mrs_orman,GOOD,6,OWNER,36,34,MARRIED,FIXED,4090,500,1600
AmandaWayne,GOOD,10,OWNER,48,55,WIDOW,FIXED,0,1200,1255
Itsinyourhead,GOOD,12,OWNER,48,37,MARRIED,FREELANCE,0,1200,1995
myrellebarboza,GOOD,15,OWNER,60,41,MARRIED,FREELANCE,0,1500,1923
omucuromu,GOOD,18,OWNER,36,33,MARRIED,FREELANCE,3000,850,1340
FatForty,GOOD,7,OWNER,60,47,MARRIED,FREELANCE,0,1500,1661
tbone4lyfe,GOOD,3,OWNER,60,24,MARRIED,FREELANCE,0,1300,2885
Brandonterrell,GOOD,3,OWNER,60,38,MARRIED,FIXED,0,1250,1415
Alejandra22492,GOOD,10,OWNER,60,48,MARRIED,FIXED,0,900,1100
roscoeellis,GOOD,4,OWNER,60,64,SINGLE,FREELANCE,0,984,1054
laughalot07,BAD,12,OWNER,60,51,MARRIED,FIXED,0,1450,1490
Angel2003,GOOD,8,OWNER,36,26,SINGLE,FREELANCE,2500,450,680
kingtwitte,GOOD,4,OWNER,60,24,MARRIED,FREELANCE,3400,1250,1300
Flensa,GOOD,10,OWNER,60,38,MARRIED,FREELANCE,0,1000,2089
cheryl3660,BAD,2,OWNER,48,40,MARRIED,FIXED,7000,1250,1776
cnrundle,GOOD,7,OWNER,36,25,SINGLE,FIXED,0,1000,1215
kitten_bayne,GOOD,15,RENT,12,35,WIDOW,FIXED,0,400,1400
FieFieSoMajor,GOOD,8,OWNER,60,28,MARRIED,FREELANCE,0,750,850
SharonnMarie,GOOD,1,OWNER,24,47,MARRIED,FIXED,0,700,1318
megronomics,GOOD,7,RENT,60,34,SINGLE,FIXED,0,1500,1594
Santzzz,GOOD,10,OWNER,60,34,MARRIED,FIXED,0,1450,1721
JadeLT,GOOD,5,OWNER,36,27,SINGLE,FIXED,2350,1000,1443
joylynjaelway,GOOD,0,OWNER,36,36,MARRIED,FIXED,700,1000,1690
Locovi,GOOD,12,OWNER,60,50,MARRIED,FIXED,200,1800,2624
kkyno,BAD,0,OWNER,60,28,MARRIED,FIXED,0,1400,1850
BigWang,GOOD,10,OWNER,36,45,MARRIED,FREELANCE,250,750,1138
h4nn4hhh,BAD,1,OWNER,60,19,SINGLE,FIXED,2800,1300,1540
pharmacyfun,GOOD,5,OWNER,48,32,MARRIED,FREELANCE,0,1195,1244
kimmiran,GOOD,9,OWNER,60,47,MARRIED,FIXED,0,600,1164
zimmermana,GOOD,25,OWNER,60,42,MARRIED,FIXED,0,1500,1617
rkalajian,GOOD,15,OWNER,60,50,WIDOW,FIXED,0,700,1136
DanzG,GOOD,2,OWNER,36,34,MARRIED,FIXED,0,900,1316
MeerSuechtige,GOOD,2,OWNER,60,35,MARRIED,FIXED,2000,700,782
adaliaa,GOOD,5,OWNER,60,22,SINGLE,FIXED,0,1100,1159
pattyiscooool,GOOD,4,RENT,42,41,MARRIED,FREELANCE,0,1300,2260
ponlawit,GOOD,4,OWNER,60,28,MARRIED,FREELANCE,3500,1200,2100
KimmyQueen,GOOD,3,RENT,36,45,MARRIED,FREELANCE,0,1000,1500
Prov_Sez,BAD,5,OWNER,48,26,SINGLE,FIXED,5000,1500,2272
SexXyBlackinese,GOOD,1,OWNER,24,31,MARRIED,FIXED,0,550,650
lukethewaiting,GOOD,26,OWNER,60,55,MARRIED,FIXED,0,1500,1527
vintage714,GOOD,3,OWNER,60,33,SINGLE,FIXED,0,2000,2250
MakariaFarm,GOOD,6,OWNER,60,22,SINGLE,FIXED,0,850,1014
paigespencer,BAD,15,OWNER,60,44,MARRIED,FIXED,7000,1000,1026
RichieBasquine,GOOD,2,OWNER,60,26,SINGLE,FIXED,0,1400,1490
dustingarron,GOOD,12,OWNER,60,34,MARRIED,FIXED,3900,1000,1568
Sally_girl,GOOD,25,OWNER,60,50,MARRIED,FREELANCE,0,1350,1417
KMorrow78,GOOD,23,OWNER,48,45,MARRIED,FIXED,3500,500,1111
rocha,GOOD,3,OWNER,48,33,MARRIED,FIXED,4800,900,1232
TvSerier_Nona,GOOD,20,OWNER,48,39,MARRIED,FREELANCE,0,2000,3650
BeeBeeKins,BAD,19,OWNER,60,37,SINGLE,FIXED,6000,1500,1758
heehee6785,GOOD,1,OWNER,60,25,MARRIED,FREELANCE,2000,1000,1260
gamerDNA,GOOD,13,OWNER,48,27,MARRIED,FIXED,7200,1100,1397
LoveIsMyDrug13,GOOD,20,OWNER,24,42,MARRIED,FREELANCE,0,1000,1622
xLeanne88x,GOOD,5,OWNER,24,41,MARRIED,FREELANCE,0,800,1894
lauraliee,BAD,10,OWNER,36,36,MARRIED,FREELANCE,0,1000,1400
karasukun,GOOD,15,OWNER,60,44,MARRIED,FREELANCE,0,910,1450
GofGHamptons,BAD,4,RENT,48,43,MARRIED,FREELANCE,0,1200,1518
laprintemp,GOOD,30,RENT,60,55,MARRIED,FIXED,0,900,1000
eekerangel,GOOD,0,OWNER,60,21,SINGLE,PARTTIME,0,1033,1175
reneekychin,GOOD,15,OWNER,24,40,MARRIED,FIXED,0,3000,6468
desih,BAD,1,OWNER,48,22,SINGLE,FREELANCE,0,650,722
rikkila,GOOD,3,OWNER,60,33,MARRIED,FIXED,1500,1300,1730
broadout,GOOD,4,OWNER,6,30,SINGLE,FIXED,0,750,1436
DenisGobo,GOOD,6,OWNER,60,42,WIDOW,FIXED,0,1400,1725
AllyBeretta,GOOD,1,OWNER,60,59,MARRIED,FREELANCE,0,1150,1150
BeverlySchmitt,GOOD,20,OWNER,60,37,WIDOW,FREELANCE,0,1300,1675
jlennick,GOOD,6,OWNER,60,33,MARRIED,FIXED,0,1000,1658
AwesomeAsh16,GOOD,23,OWNER,60,45,MARRIED,FIXED,0,1400,2099
TheADDHousewife,GOOD,5,OWNER,36,65,SINGLE,FREELANCE,0,900,1191
pokopoko14,GOOD,0,OWNER,48,41,MARRIED,FIXED,0,1370,1623
Nessricho,GOOD,4,OWNER,60,23,SINGLE,FIXED,0,1000,1559
J2theLO1983,BAD,2,OWNER,36,55,MARRIED,FIXED,0,1150,2000
ineedyoux33,GOOD,0,OWNER,36,53,WIDOW,FREELANCE,2000,600,787
christiespace,BAD,2,OWNER,60,26,SINGLE,FREELANCE,4800,1600,1911
djyounglegend,GOOD,14,OWNER,60,64,MARRIED,FREELANCE,0,700,1204
LiveEventsSW,GOOD,3,OWNER,60,23,SINGLE,FREELANCE,0,2000,2203
GBonic,GOOD,0,OWNER,24,39,MARRIED,FREELANCE,0,600,950
NikkyNik,BAD,20,OWNER,60,43,MARRIED,FIXED,0,2000,2700
Riarocco,GOOD,27,OWNER,60,53,MARRIED,FIXED,0,1426,1426
LindaRas,GOOD,19,OWNER,60,33,MARRIED,FIXED,1620,1000,1671
robsessedfreak,BAD,30,OWNER,36,50,MARRIED,FREELANCE,0,1600,1800
_JenYoung,GOOD,4,OWNER,48,22,MARRIED,FIXED,3000,1250,1566
wooweehotborger,GOOD,3,OWNER,24,24,MARRIED,FIXED,0,500,650
InfoTwitts,GOOD,30,OWNER,60,59,MARRIED,FREELANCE,0,1000,1098
Hannahlong62,GOOD,30,RENT,60,50,MARRIED,FREELANCE,0,1300,1500
BethRussell_,BAD,33,OWNER,48,59,MARRIED,FIXED,0,1200,1420
mandy__va,BAD,0,OWNER,60,34,MARRIED,FREELANCE,360,1350,1766
alexajaii,GOOD,0,OWNER,60,56,MARRIED,FIXED,0,1000,1798
Cupkake83,GOOD,3,OWNER,60,58,MARRIED,FIXED,0,1000,1000
JanaiChristian,BAD,0,OWNER,60,38,MARRIED,FIXED,4500,900,1000
gloriam,GOOD,8,OWNER,60,42,MARRIED,FREELANCE,0,1200,2140
Court87,GOOD,29,OWNER,60,44,MARRIED,FIXED,0,1600,1800
Azheva,GOOD,12,OWNER,60,31,MARRIED,FIXED,2200,1300,1349
Oicle,GOOD,7,OWNER,60,44,MARRIED,FREELANCE,0,1350,1527
nightowl,GOOD,11,OWNER,48,37,SINGLE,FIXED,0,1100,1212
blaidddrwg42,BAD,0,OWNER,60,39,MARRIED,FREELANCE,0,1500,1699
TweetsByJackie,GOOD,28,OWNER,36,51,MARRIED,FREELANCE,0,500,635
liltina1088,GOOD,0,OWNER,60,52,MARRIED,PARTTIME,0,750,1244
break_it_down,BAD,20,OWNER,60,54,MARRIED,FREELANCE,0,900,1056
Senator_Amidala,GOOD,8,OWNER,36,40,MARRIED,FREELANCE,0,700,800
hedgekitty,GOOD,5,OWNER,24,26,MARRIED,FIXED,300,450,1522
jemilygreger,GOOD,3,OWNER,48,37,WIDOW,FREELANCE,0,1700,2481
misses_C56,GOOD,22,OWNER,36,45,MARRIED,FIXED,0,500,1026
nato64,GOOD,11,OWNER,48,46,MARRIED,FREELANCE,0,1150,1156
chanellecarver,GOOD,7,OWNER,24,39,MARRIED,FIXED,0,400,1100
NieceJanel,GOOD,10,OWNER,60,55,MARRIED,FREELANCE,0,1000,1180
alliemariekang,GOOD,30,OWNER,48,45,MARRIED,FIXED,2400,830,1128
MiSz_KaYla1025,GOOD,40,RENT,18,62,MARRIED,FREELANCE,0,900,2040
lysslys,GOOD,4,OWNER,60,41,MARRIED,FIXED,2000,800,916
ShoaRiera,GOOD,15,OWNER,60,41,MARRIED,FIXED,0,1000,1040
LaRosaLoca,GOOD,37,OWNER,60,56,WIDOW,FIXED,0,1300,1750
tateoi,GOOD,10,OWNER,48,36,MARRIED,FREELANCE,0,1143,1143
emilybaby0,BAD,0,OWNER,60,65,MARRIED,FREELANCE,0,1500,1750
your_tourniquet,GOOD,2,OWNER,36,23,SINGLE,FREELANCE,0,1250,1400
lizziebeth,GOOD,10,OWNER,48,38,MARRIED,FIXED,4350,1450,1670
TheJuanGeck,GOOD,20,OWNER,24,66,MARRIED,FIXED,0,950,1370
s0LE_chaserr,GOOD,10,OWNER,6,46,MARRIED,FREELANCE,0,1100,2235
jennandcamden,GOOD,0,OWNER,36,42,MARRIED,FIXED,0,400,725
